0.0 0.0 0.2250400881038412 867.0
0.0 1.0 0.20675873642615092 609.0
0.0 2.0 0.17300019841330358 634.0
0.0 3.0 0.2514878845182487 12359.0
1.0 0.0 0.27754906902045284 559.0
1.0 1.0 0.22758754941064335 100.0
1.0 2.0 0.1900489452597072 401.0
1.0 3.0 0.20659460878472632 761.0
2.0 0.0 0.25139237414380594 392.0
2.0 1.0 0.34863629988386025 153.0
2.0 2.0 0.22792631589413975 565.0
2.0 3.0 0.19120172068904684 769.0
3.0 0.0 0.35782170450571216 2456.0
3.0 1.0 0.2718214502636279 415.0
3.0 2.0 0.26497074347398697 470.0
3.0 3.0 0.2589582986472433 624.0
